销售日期,单品编码,销售单价(元/千克),批发价格(元/千克),销量(千克)
2022-07-26,和丰阳光海鲜菇(包),2.5,1.9,2.0
2022-07-26,奶白菜,7.2,4.78,9.734
2022-07-26,姜蒜小米椒组合装(小份),2.3,1.1,1.0
2022-07-26,姬菇(份),2.3,2.14,1.0
2022-07-26,姬菇(份),3.9,2.14,2.0
2022-07-26,小白菜,14.0,11.24,5.739
2022-07-26,小皱皮(份),1.7,1.24,2.0
2022-07-26,小皱皮(份),2.9,1.24,9.0
2022-07-26,小米椒(份),2.9,0.83,1.0
2022-07-26,小米椒(份),4.9,0.83,17.0
2022-07-26,小青菜(1),8.0,5.53,5.263
2022-07-26,木耳菜,6.0,1.83,0.5369999999999999
2022-07-26,杏鲍菇(2),6.6,5.41,0.201
2022-07-26,杏鲍菇(2),11.0,5.41,0.803
2022-07-26,枝江青梗散花,8.0,6.18,27.13
2022-07-26,洪湖藕带,29.6,17.0,9.309
2022-07-26,海鲜菇(份),3.5,2.28,2.0
2022-07-26,海鲜菇(份),5.9,2.28,2.0
2022-07-26,白玉菇(袋),2.9,4.02,2.0
2022-07-26,白玉菇(袋),4.9,4.02,4.0
2022-07-26,竹叶菜,3.2,2.0,10.442
2022-07-26,紫茄子(2),7.0,4.43,9.801
2022-07-26,红尖椒(份),4.9,3.47,5.0
2022-07-26,红杭椒(份),4.9,2.72,2.0
2022-07-26,红椒(份),3.5,3.44,10.0
2022-07-26,红薯尖,4.0,2.0,10.48
2022-07-26,芜湖青椒(1),7.0,4.74,30.12
2022-07-26,苋菜,3.2,1.94,6.3629999999999995
2022-07-26,莲蓬(个),2.0,1.34,30.0
2022-07-26,菜心,10.0,6.99,2.851
2022-07-26,菠菜,12.0,7.97,5.436
2022-07-26,菠菜(份),2.9,2.59,3.0
2022-07-26,菠菜(份),4.9,2.59,2.0
2022-07-26,螺丝椒,10.0,7.94,5.17
2022-07-26,螺丝椒(份),3.5,2.6,1.0
2022-07-26,西兰花,9.2,5.96,46.84
2022-07-26,西峡香菇(1),19.8,15.0,6.792
2022-07-26,金针菇(2),6.5,7.46,2.852
2022-07-26,金针菇(2),10.8,7.46,2.817
2022-07-26,金针菇(盒),2.5,2.1,13.0
2022-07-26,长线茄,8.0,6.63,2.651
2022-07-26,青尖椒(份),2.3,2.08,1.0
2022-07-26,青尖椒(份),3.9,2.08,4.0
2022-07-26,青杭椒(份),2.9,1.75,1.0
2022-07-26,青红杭椒组合装(份),2.9,2.42,2.0
2022-07-26,青线椒(份),3.9,1.1,7.0
2022-07-26,青茄子(1),4.0,2.76,5.81
2022-07-26,高瓜(1),18.0,14.19,1.0470000000000002
2022-07-26,黄心菜(2),9.2,5.24,12.805
2022-07-26,黄白菜(2),6.0,3.41,14.329
2022-07-27,七彩椒(2),25.8,10.78,0.9179999999999999
2022-07-27,上海青,7.0,4.54,5.905
2022-07-27,云南油麦菜,6.6,4.13,11.295
2022-07-27,云南生菜,6.6,4.1,22.292
2022-07-27,净藕(1),10.0,6.13,33.969
2022-07-27,双孢菇(盒),2.9,3.04,1.0
2022-07-27,双孢菇(盒),4.9,3.04,7.0
2022-07-27,奶白菜,9.2,5.67,5.569
2022-07-27,姜蒜小米椒组合装(小份),3.9,1.1,2.0
2022-07-27,姬菇(份),2.3,2.22,1.0
2022-07-27,姬菇(份),3.9,2.22,1.0
2022-07-27,小白菜,14.0,10.92,3.303
2022-07-27,小皱皮(份),1.7,1.26,2.0
2022-07-27,小皱皮(份),2.9,1.26,11.0
2022-07-27,小米椒(份),4.9,1.09,14.0
2022-07-27,小青菜(1),8.0,5.54,7.64
2022-07-27,木耳菜,6.0,2.05,3.525
2022-07-27,杏鲍菇(2),6.6,6.1,2.502
2022-07-27,杏鲍菇(2),11.0,6.1,2.812
2022-07-27,枝江青梗散花,10.0,6.17,30.252
2022-07-27,水果辣椒(份),4.7,3.66,1.0
2022-07-27,洪湖莲藕(脆藕),11.8,8.5,4.0
2022-07-27,海鲜菇(份),3.5,2.83,2.0
2022-07-27,海鲜菇(份),5.9,2.83,2.0
2022-07-27,白玉菇(袋),4.9,3.96,6.0
2022-07-27,竹叶菜,3.2,2.05,19.911
2022-07-27,紫茄子(2),7.0,4.64,10.131
2022-07-27,红尖椒(份),4.9,3.47,1.0
2022-07-27,红杭椒(份),4.9,2.8,6.0
2022-07-27,红椒(份),3.5,3.52,8.0
2022-07-27,红灯笼椒(2),19.8,11.34,1.677
2022-07-27,红薯尖,4.0,2.0,9.953000000000001
2022-07-27,芜湖青椒(1),8.0,5.0,31.688
2022-07-27,苋菜,3.2,2.06,10.283
2022-07-27,莲蓬(个),2.0,1.35,30.0
2022-07-27,菜心,10.0,6.99,2.49
2022-07-27,菠菜,12.0,7.97,2.173
2022-07-27,菠菜(份),4.9,2.59,2.0
2022-07-27,螺丝椒,10.0,6.2,4.608
2022-07-27,螺丝椒(份),5.9,2.33,2.0
2022-07-27,西兰花,9.2,5.84,37.251
2022-07-27,西峡香菇(1),19.8,15.0,4.781
2022-07-27,金针菇(2),6.5,7.46,0.902
2022-07-27,金针菇(2),10.8,7.46,4.872
2022-07-27,金针菇(盒),1.5,2.11,2.0
2022-07-27,金针菇(盒),2.5,2.11,19.0
2022-07-27,长线茄,10.0,6.6,2.22
2022-07-27,青尖椒(份),3.9,2.08,5.0
2022-07-27,青杭椒(份),2.9,1.75,6.0
2022-07-27,青线椒(份),3.9,1.18,12.0
2022-07-27,青茄子(1),5.6,2.83,2.051
2022-07-27,高瓜(1),18.0,14.55,3.118
2022-07-27,鲜木耳(份),1.5,1.5,2.0
2022-07-27,黄心菜(2),9.2,5.54,9.923
2022-07-27,黄白菜(2),6.0,3.39,15.371
2022-07-28,七彩椒(2),15.4,10.78,0.406
2022-07-28,七彩椒(2),25.8,10.78,1.1680000000000001
2022-07-28,上海青,7.0,4.0,12.501
2022-07-28,云南油麦菜,6.6,4.2,10.932
2022-07-28,云南油麦菜(份),2.3,1.88,2.0
2022-07-28,云南油麦菜(份),3.9,1.88,3.0
2022-07-28,云南生菜,6.6,4.23,30.834
2022-07-28,保康高山大白菜,3.0,1.32,12.029
2022-07-28,净藕(1),10.0,6.13,36.225
2022-07-28,双孢菇(盒),4.9,3.05,6.0
2022-07-28,和丰阳光海鲜菇(包),1.5,2.02,4.0
2022-07-28,和丰阳光海鲜菇(包),2.5,2.02,6.0
2022-07-28,奶白菜,9.2,6.05,6.998
2022-07-28,姜蒜小米椒组合装(小份),3.9,1.11,5.0
2022-07-28,姬菇(份),2.3,2.14,2.0
2022-07-28,姬菇(份),3.9,2.14,5.0
2022-07-28,姬菇(包),2.9,3.71,1.0
2022-07-28,小白菜,14.0,10.22,3.518
2022-07-28,小皱皮(份),1.7,1.34,3.0
2022-07-28,小皱皮(份),2.9,1.34,3.0
2022-07-28,小米椒(份),2.9,1.08,1.0
2022-07-28,小米椒(份),4.9,1.08,21.0
2022-07-28,小青菜(1),8.0,5.78,7.852
2022-07-28,杏鲍菇(2),6.6,6.1,0.72
2022-07-28,枝江青梗散花,10.0,5.9,18.698
2022-07-28,水果辣椒(份),4.7,3.55,5.0
2022-07-28,水果辣椒(份),7.9,3.55,4.0
2022-07-28,洪湖莲藕(脆藕),7.1,8.5,2.0
2022-07-28,洪湖莲藕(脆藕),11.8,8.5,1.0
2022-07-28,洪湖藕带,29.6,17.0,3.693
2022-07-28,海鲜菇(份),3.5,2.68,6.0
2022-07-28,海鲜菇(份),5.9,2.68,2.0
2022-07-28,白玉菇(袋),4.9,3.94,2.0
2022-07-28,竹叶菜,3.2,2.06,17.375
2022-07-28,紫茄子(2),7.0,4.84,15.557
2022-07-28,红尖椒(份),2.9,3.79,1.0
2022-07-28,红尖椒(份),4.9,3.79,5.0
2022-07-28,红杭椒(份),2.9,2.82,1.0
2022-07-28,红杭椒(份),4.9,2.82,3.0
2022-07-28,红椒(份),3.5,3.54,4.0
2022-07-28,红灯笼椒(2),19.8,11.37,0.409
2022-07-28,红薯尖,4.0,2.0,12.979000000000001
2022-07-28,芜湖青椒(1),8.0,5.14,35.937
2022-07-28,苋菜,3.2,2.04,13.513
2022-07-28,莲蓬(个),2.0,1.34,26.0
2022-07-28,菜心,10.0,6.98,5.511
2022-07-28,菠菜,12.0,7.97,2.467
2022-07-28,菠菜(份),4.9,2.44,4.0
2022-07-28,螺丝椒,10.0,5.89,4.89
2022-07-28,螺丝椒(份),3.5,2.11,1.0
2022-07-28,西兰花,9.2,5.8,42.062
2022-07-28,西峡香菇(1),25.8,15.0,7.288
2022-07-28,金针菇(2),10.8,7.58,5.513
2022-07-28,金针菇(盒),1.5,2.13,1.0
2022-07-28,金针菇(盒),2.5,2.13,20.0
2022-07-28,长线茄,10.0,6.26,2.831
2022-07-28,青尖椒(份),2.3,2.52,2.0
2022-07-28,青尖椒(份),3.9,2.52,3.0
2022-07-28,青杭椒(份),2.9,1.75,10.0
2022-07-28,青线椒(份),2.3,1.18,1.0
2022-07-28,青线椒(份),3.9,1.18,1.0
2022-07-28,青茄子(1),5.6,2.83,4.192
2022-07-28,高瓜(1),18.0,15.25,1.838
2022-07-28,鲜木耳(份),2.5,1.56,1.0
2022-07-28,黄心菜(2),5.5,6.41,0.513
2022-07-28,黄心菜(2),9.2,6.41,12.129999999999999
2022-07-28,黄白菜(2),6.0,3.39,12.619
2022-07-29,七彩椒(2),25.8,10.71,0.812
2022-07-29,上海青(份),2.3,1.13,5.0
2022-07-29,上海青(份),3.9,1.13,14.0
2022-07-29,云南油麦菜(份),2.3,1.89,13.0
2022-07-29,云南油麦菜(份),3.9,1.89,31.0
2022-07-29,云南生菜(份),2.3,1.88,17.0
2022-07-29,云南生菜(份),3.9,1.88,57.0
2022-07-29,保康高山大白菜,3.0,1.59,12.568
2022-07-29,净藕(1),10.0,6.13,25.417
2022-07-29,双孢菇(盒),4.9,2.79,11.0
2022-07-29,和丰阳光海鲜菇(包),2.5,2.03,2.0
2022-07-29,奶白菜(份),2.3,2.87,2.0
2022-07-29,奶白菜(份),3.9,2.87,28.0
2022-07-29,姜蒜小米椒组合装(小份),2.3,1.11,1.0
2022-07-29,姜蒜小米椒组合装(小份),3.9,1.11,9.0
2022-07-29,姬菇(份),2.3,2.15,1.0
2022-07-29,姬菇(份),3.9,2.15,1.0
2022-07-29,姬菇(包),4.9,3.72,2.0
2022-07-29,小白菜(份),5.3,5.6,1.0
2022-07-29,小白菜(份),8.9,5.6,8.0
2022-07-29,小皱皮(份),1.7,1.22,3.0
2022-07-29,小皱皮(份),2.9,1.22,14.0
2022-07-29,小米椒(份),4.9,1.17,18.0
2022-07-29,小青菜(份),1.7,1.88,1.0
2022-07-29,小青菜(份),2.9,1.88,28.0
2022-07-29,木耳菜,6.0,1.51,2.215
2022-07-29,杏鲍菇(2),6.6,6.23,0.959
2022-07-29,杏鲍菇(2),11.0,6.23,1.598
2022-07-29,枝江青梗散花,4.0,5.33,2.6109999999999998
2022-07-29,枝江青梗散花,7.0,5.33,4.981
2022-07-29,枝江青梗散花,10.0,5.33,24.427
2022-07-29,水果辣椒(份),4.7,3.54,1.0
2022-07-29,水果辣椒(份),7.9,3.54,2.0
2022-07-29,洪湖莲藕(脆藕),7.1,8.5,4.0
2022-07-29,洪湖藕带,29.6,17.0,4.2010000000000005
2022-07-29,海鲜菇(份),2.4,2.77,2.0
2022-07-29,海鲜菇(份),3.5,2.77,3.0
2022-07-29,海鲜菇(份),5.9,2.77,1.0
2022-07-29,海鲜菇(袋)(3),2.9,0.5,1.0
2022-07-29,白玉菇(袋),5.9,4.0,3.0
2022-07-29,竹叶菜(份),1.1,0.86,7.0
2022-07-29,竹叶菜(份),1.9,0.86,20.0
2022-07-29,紫茄子(2),7.0,4.43,8.64
2022-07-29,红尖椒(份),4.9,3.36,4.0
2022-07-29,红杭椒(份),2.9,2.82,1.0
2022-07-29,红杭椒(份),4.9,2.82,7.0
2022-07-29,红椒(份),3.5,3.45,6.0
2022-07-29,红薯尖(份),1.1,0.76,4.0
2022-07-29,红薯尖(份),1.9,0.76,17.0
2022-07-29,芜湖青椒(1),8.0,5.2,21.172
2022-07-29,苋菜,3.2,2.02,6.9639999999999995
2022-07-29,莲蓬(个),2.0,1.34,30.0
2022-07-29,菜心(份),2.3,2.19,7.0
2022-07-29,菜心(份),3.9,2.19,9.0
2022-07-29,菠菜(份),2.9,2.29,7.0
2022-07-29,菠菜(份),4.9,2.29,11.0
2022-07-29,螺丝椒,9.2,6.17,8.757
2022-07-29,螺丝椒(份),3.5,2.24,1.0
2022-07-29,螺丝椒(份),5.9,2.24,3.0
2022-07-29,西兰花,9.2,5.8,32.206
2022-07-29,西峡香菇(1),25.8,15.0,7.1129999999999995
2022-07-29,金针菇(2),4.3,7.62,0.502
2022-07-29,金针菇(2),6.5,7.62,2.4459999999999997
2022-07-29,金针菇(2),10.8,7.62,4.016
2022-07-29,金针菇(盒),2.5,2.14,5.0
2022-07-29,长线茄,10.0,6.26,1.8079999999999998
2022-07-29,青尖椒(份),2.3,2.52,1.0
2022-07-29,青尖椒(份),3.9,2.52,2.0
2022-07-29,青杭椒(份),1.7,1.75,1.0
2022-07-29,青杭椒(份),2.9,1.75,5.0
2022-07-29,青线椒(份),3.9,1.45,11.0
2022-07-29,青茄子(1),6.0,3.46,5.168
2022-07-29,高瓜(1),18.0,15.19,3.307
2022-07-29,鲜木耳(份),1.5,1.51,2.0
2022-07-29,鲜木耳(份),2.5,1.51,2.0
2022-07-29,黄心菜(2),9.2,4.87,6.866
2022-07-29,黄白菜(2),6.0,3.54,15.623000000000001
2022-07-30,七彩椒(2),15.4,10.73,0.883
2022-07-30,七彩椒(2),25.8,10.73,0.868
2022-07-30,上海青(份),2.3,1.09,9.0
2022-07-30,上海青(份),3.9,1.09,8.0
2022-07-30,云南油麦菜(份),2.3,1.77,10.0
2022-07-30,云南油麦菜(份),3.9,1.77,39.0
2022-07-30,云南生菜,6.6,4.26,0.655
2022-07-30,云南生菜(份),2.3,2.0,11.0
2022-07-30,云南生菜(份),3.9,2.0,57.0
2022-07-30,保康高山大白菜,1.8,1.54,0.5740000000000001
2022-07-30,保康高山大白菜,3.0,1.54,26.894
2022-07-30,净藕(1),9.2,6.11,45.352
2022-07-30,双孢菇(盒),2.9,2.39,6.0
2022-07-30,双孢菇(盒),4.9,2.39,12.0
2022-07-30,奶白菜,10.0,6.04,2.763
2022-07-30,姜蒜小米椒组合装(小份),2.3,1.11,2.0
2022-07-30,姜蒜小米椒组合装(小份),3.9,1.11,4.0
2022-07-30,姬菇(份),2.3,2.09,3.0
2022-07-30,姬菇(包),4.9,3.64,3.0
2022-07-30,小白菜(份),5.3,6.6,2.0
2022-07-30,小白菜(份),8.9,6.6,6.0
2022-07-30,小皱皮(份),1.7,1.17,2.0
2022-07-30,小皱皮(份),2.9,1.17,9.0
2022-07-30,小米椒(份),2.9,0.77,1.0
2022-07-30,小米椒(份),4.9,0.77,35.0
2022-07-30,小青菜(1),11.0,6.06,0.21
2022-07-30,小青菜(份),1.7,1.92,1.0
2022-07-30,小青菜(份),2.9,1.92,26.0
2022-07-30,杏鲍菇(2),11.0,6.27,0.684
2022-07-30,枝江青梗散花,6.0,5.01,3.484
2022-07-30,枝江青梗散花,7.0,5.01,0.472
2022-07-30,枝江青梗散花,10.0,5.01,13.758
2022-07-30,洪湖莲藕(脆藕),7.1,8.5,2.0
2022-07-30,洪湖藕带,29.6,17.0,5.768
2022-07-30,海鲜菇(份),3.5,2.88,1.0
2022-07-30,海鲜菇(份),5.9,2.88,1.0
2022-07-30,海鲜菇(袋)(3),2.9,0.5,1.0
2022-07-30,白玉菇(袋),3.5,4.08,3.0
2022-07-30,白玉菇(袋),5.9,4.08,10.0
2022-07-30,竹叶菜(份),1.1,0.91,10.0
2022-07-30,竹叶菜(份),1.9,0.91,36.0
2022-07-30,紫茄子(2),7.0,4.43,9.442
2022-07-30,红尖椒(份),2.9,3.07,1.0
2022-07-30,红尖椒(份),4.9,3.07,4.0
2022-07-30,红杭椒(份),2.9,2.83,3.0
2022-07-30,红杭椒(份),4.9,2.83,7.0
2022-07-30,红椒(份),3.5,3.44,3.0
2022-07-30,红灯笼椒(2),11.9,11.35,0.879
2022-07-30,红薯尖(份),1.1,0.75,2.0
2022-07-30,红薯尖(份),1.9,0.75,17.0
2022-07-30,芜湖青椒(1),7.0,1.74,28.886
2022-07-30,苋菜,3.2,2.06,8.481
2022-07-30,莲蓬(个),2.0,1.34,15.0
2022-07-30,菜心,10.0,6.98,0.422
2022-07-30,菜心(份),2.3,2.19,3.0
2022-07-30,菜心(份),3.9,2.19,14.0
2022-07-30,菠菜(份),2.0,2.2,1.0
2022-07-30,菠菜(份),2.9,2.2,9.0
2022-07-30,菠菜(份),4.9,2.2,14.0
2022-07-30,菱角,10.0,6.16,0.672
2022-07-30,螺丝椒,9.2,5.6,9.148
2022-07-30,螺丝椒(份),3.5,2.19,1.0
2022-07-30,螺丝椒(份),5.9,2.19,5.0
2022-07-30,西兰花,9.2,5.44,44.159
2022-07-30,西峡香菇(1),23.6,15.0,10.772
2022-07-30,金针菇(盒),2.5,2.08,33.0
2022-07-30,长线茄,10.0,6.26,0.552
2022-07-30,青尖椒(份),2.3,2.58,6.0
2022-07-30,青尖椒(份),3.9,2.58,1.0
2022-07-30,青杭椒(份),2.9,1.74,5.0
2022-07-30,青线椒(份),2.3,1.49,3.0
2022-07-30,青线椒(份),3.9,1.49,9.0
2022-07-30,青茄子(1),6.0,3.68,2.064
2022-07-30,青茄子(2),6.0,3.81,1.779
2022-07-30,高瓜(1),18.0,15.29,2.5010000000000003
2022-07-30,鲜木耳(份),2.5,1.47,2.0
2022-07-30,黄心菜(2),5.5,4.44,0.24
2022-07-30,黄心菜(2),9.2,4.44,11.54
2022-07-30,黄白菜(2),6.0,3.57,16.378
2022-07-31,七彩椒(2),15.4,10.72,0.453
2022-07-31,七彩椒(2),25.8,10.72,2.043
2022-07-31,上海青,7.0,4.0,9.757
2022-07-31,云南油麦菜,6.6,4.2,4.222
2022-07-31,云南油麦菜(份),2.3,2.04,15.0
2022-07-31,云南油麦菜(份),3.9,2.04,31.0
2022-07-31,云南生菜(份),3.9,2.04,58.0
2022-07-31,保康高山大白菜,1.8,1.51,0.71
2022-07-31,保康高山大白菜,3.0,1.51,37.669
2022-07-31,净藕(1),9.2,5.99,39.27
2022-07-31,双孢菇(盒),2.9,2.34,4.0
2022-07-31,双孢菇(盒),4.9,2.34,25.0
2022-07-31,奶白菜(份),2.3,3.27,7.0
2022-07-31,奶白菜(份),3.9,3.27,26.0
2022-07-31,姜蒜小米椒组合装(小份),3.9,1.11,2.0
2022-07-31,小白菜(份),5.3,4.93,4.0
2022-07-31,小白菜(份),8.9,4.93,2.0
2022-07-31,小皱皮(份),1.7,1.09,3.0
2022-07-31,小皱皮(份),2.9,1.09,15.0
2022-07-31,小米椒(份),4.9,0.96,21.0
2022-07-31,小青菜(份),2.9,2.26,25.0
2022-07-31,枝江青梗散花,10.0,5.0,0.864
2022-07-31,洪湖藕带,29.6,17.0,6.865
2022-07-31,海鲜菇(份),5.9,2.8,3.0
2022-07-31,竹叶菜(份),1.1,0.92,2.0
2022-07-31,竹叶菜(份),1.9,0.92,33.0
2022-07-31,紫茄子(2),7.0,4.84,13.984
2022-07-31,红尖椒(份),4.9,3.07,1.0
2022-07-31,红杭椒(份),2.9,2.94,4.0
2022-07-31,红杭椒(份),4.9,2.94,5.0
2022-07-31,红薯尖(份),1.1,0.75,1.0
2022-07-31,红薯尖(份),1.9,0.75,6.0
2022-07-31,芜湖青椒(1),6.0,3.73,46.334
2022-07-31,苋菜,3.2,1.86,19.052
2022-07-31,莲蓬(个),2.0,1.33,80.0
2022-07-31,菜心(份),3.9,2.11,10.0
2022-07-31,菠菜,12.0,7.51,2.09
2022-07-31,菱角,10.0,6.15,1.787
2022-07-31,螺丝椒,9.2,5.6,5.076
2022-07-31,螺丝椒(份),5.9,2.14,5.0
2022-07-31,西兰花,8.1,5.16,0.459
2022-07-31,西兰花,9.2,5.16,47.884
2022-07-31,西峡香菇(1),23.6,15.0,8.079
2022-07-31,金针菇(2),6.5,7.5,2.872
2022-07-31,金针菇(2),10.8,7.5,7.268
2022-07-31,金针菇(盒),2.5,2.09,45.0
2022-07-31,青尖椒(份),3.9,2.51,8.0
2022-07-31,青杭椒(份),1.7,1.7,1.0
2022-07-31,青杭椒(份),2.9,1.7,1.0
2022-07-31,青线椒(份),2.3,1.54,2.0
2022-07-31,青线椒(份),3.9,1.54,21.0
2022-07-31,青茄子(1),6.0,3.93,2.501
2022-07-31,青茄子(2),6.0,3.81,3.39
2022-07-31,高瓜(1),18.0,15.22,3.669
2022-07-31,鲜木耳(份),1.5,1.47,1.0
2022-07-31,鲜木耳(份),2.5,1.47,2.0
2022-07-31,黄心菜(2),8.1,3.81,0.36
2022-07-31,黄心菜(2),9.2,3.81,11.967
2022-07-31,黄白菜(2),6.0,3.36,15.171
2022-08-01,七彩椒(2),25.8,10.72,0.516
2022-08-01,上海青(份),2.3,1.1,15.0
2022-08-01,上海青(份),3.9,1.1,4.0
2022-08-01,云南油麦菜(份),2.3,2.11,12.0
2022-08-01,云南油麦菜(份),3.4,2.11,1.0
2022-08-01,云南油麦菜(份),3.9,2.11,21.0
2022-08-01,云南生菜(份),2.3,1.89,1.0
2022-08-01,云南生菜(份),3.4,1.89,1.0
2022-08-01,云南生菜(份),3.9,1.89,53.0
2022-08-01,保康高山大白菜,3.0,1.54,24.363
2022-08-01,净藕(1),8.1,5.99,0.895
2022-08-01,净藕(1),9.2,5.99,32.121
2022-08-01,双孢菇(盒),4.9,2.36,11.0
2022-08-01,奶白菜(份),2.3,2.95,5.0
2022-08-01,奶白菜(份),3.9,2.95,21.0
2022-08-01,姜蒜小米椒组合装(小份),2.3,1.11,1.0
2022-08-01,姬菇(份),2.3,1.99,2.0
2022-08-01,姬菇(份),3.9,1.99,4.0
2022-08-01,小白菜(份),5.3,5.69,4.0
2022-08-01,小白菜(份),8.9,5.69,8.0
2022-08-01,小皱皮(份),1.7,0.96,3.0
2022-08-01,小皱皮(份),2.9,0.96,8.0
2022-08-01,小米椒(份),2.9,1.16,2.0
2022-08-01,小米椒(份),4.3,1.16,1.0
2022-08-01,小米椒(份),4.9,1.16,25.0
2022-08-01,小青菜(份),1.7,2.2,5.0
2022-08-01,小青菜(份),2.6,2.2,1.0
2022-08-01,小青菜(份),2.9,2.2,17.0
2022-08-01,木耳菜,6.0,1.94,1.359
2022-08-01,杏鲍菇(2),6.6,6.47,1.571
2022-08-01,杏鲍菇(2),11.0,6.47,3.049
2022-08-01,枝江青梗散花,10.0,5.0,18.584
2022-08-01,水果辣椒(份),4.7,3.86,1.0
2022-08-01,水果辣椒(份),7.9,3.86,5.0
2022-08-01,洪湖藕带,29.6,17.0,2.8160000000000003
2022-08-01,海鲜菇(份),5.9,2.71,4.0
2022-08-01,竹叶菜(份),1.1,1.11,5.0
2022-08-01,竹叶菜(份),1.9,1.11,30.0
2022-08-01,紫茄子(2),6.1,4.87,0.358
2022-08-01,紫茄子(2),7.0,4.87,17.136
2022-08-01,红尖椒(份),4.9,3.62,7.0
2022-08-01,红薯尖(份),1.9,0.75,15.0
2022-08-01,芜湖青椒(1),4.4,3.4,1.451
2022-08-01,芜湖青椒(1),5.0,3.4,59.098
2022-08-01,苋菜,3.2,2.04,10.254
2022-08-01,莲蓬(个),2.0,1.33,50.0
2022-08-01,菜心(份),2.3,1.97,1.0
2022-08-01,菜心(份),3.9,1.97,5.0
2022-08-01,菠菜(份),2.9,2.19,4.0
2022-08-01,菠菜(份),4.3,2.19,1.0
2022-08-01,菠菜(份),4.9,2.19,10.0
2022-08-01,菱角,10.0,6.16,1.6869999999999998
2022-08-01,螺丝椒,9.2,5.44,12.048
2022-08-01,螺丝椒(份),3.5,2.14,1.0
2022-08-01,螺丝椒(份),5.9,2.14,1.0
2022-08-01,西兰花,7.0,5.16,1.646
2022-08-01,西兰花,8.0,5.16,62.052
2022-08-01,西峡香菇(1),23.6,15.0,6.344
2022-08-01,金针菇(2),10.8,7.46,1.487
2022-08-01,银耳(朵),4.9,3.08,2.0
2022-08-01,长线茄,10.0,6.78,8.442
2022-08-01,青尖椒(份),2.0,1.48,1.0
2022-08-01,青尖椒(份),2.3,1.48,2.0
2022-08-01,青尖椒(份),3.4,1.48,1.0
2022-08-01,青尖椒(份),3.9,1.48,6.0
2022-08-01,青杭椒(份),2.9,1.03,11.0
2022-08-01,青红杭椒组合装(份),3.9,2.47,1.0
2022-08-01,青线椒(份),2.3,1.52,1.0
2022-08-01,青线椒(份),3.9,1.52,3.0
2022-08-01,青茄子(1),6.0,4.26,3.307
2022-08-01,高瓜(1),18.0,15.72,4.294
2022-08-01,鲜木耳(份),2.5,1.48,1.0
2022-08-01,黄心菜(2),9.2,4.27,14.664
2022-08-01,黄白菜(2),6.0,3.36,13.759
2022-08-02,七彩椒(2),15.4,10.34,0.527
2022-08-02,七彩椒(2),25.8,10.34,0.516
2022-08-02,上海青(份),2.3,1.1,7.0
2022-08-02,上海青(份),3.9,1.1,4.0
2022-08-02,云南油麦菜(份),2.3,1.89,10.0
2022-08-02,云南油麦菜(份),3.9,1.89,26.0
2022-08-02,云南生菜(份),2.0,1.9,4.0
2022-08-02,云南生菜(份),2.3,1.9,9.0
2022-08-02,云南生菜(份),3.9,1.9,41.0
2022-08-02,保康高山大白菜,3.0,1.54,4.63
2022-08-02,净藕(1),9.2,5.8,22.666
2022-08-02,奶白菜(份),2.3,3.19,5.0
2022-08-02,奶白菜(份),3.9,3.19,15.0
2022-08-02,姜蒜小米椒组合装(小份),3.9,1.11,2.0
2022-08-02,姬菇(份),2.3,2.03,1.0
2022-08-02,姬菇(包),2.9,3.58,1.0
2022-08-02,小白菜(份),5.3,6.07,3.0
2022-08-02,小白菜(份),8.9,6.07,2.0
2022-08-02,小皱皮(份),1.7,1.05,3.0
2022-08-02,小皱皮(份),2.9,1.05,15.0
2022-08-02,小米椒(份),2.9,1.16,2.0
2022-08-02,小米椒(份),4.9,1.16,13.0
2022-08-02,小青菜(份),2.9,2.2,7.0
2022-08-02,木耳菜,6.0,2.74,2.7359999999999998
2022-08-02,枝江青梗散花,5.0,5.11,0.833
2022-08-02,枝江青梗散花,10.0,5.11,29.997
2022-08-02,水果辣椒(份),7.9,3.92,1.0
2022-08-02,洪湖藕带,29.6,17.0,2.567
2022-08-02,海鲜菇(份),3.5,2.72,1.0
2022-08-02,海鲜菇(份),5.9,2.72,2.0
2022-08-02,海鲜菇(袋)(3),2.9,1.98,1.0
2022-08-02,甜白菜,8.0,5.46,11.295
2022-08-02,白玉菇(袋),3.5,4.1,2.0
2022-08-02,白玉菇(袋),5.9,4.1,8.0
2022-08-02,竹叶菜(份),1.1,1.01,12.0
2022-08-02,竹叶菜(份),1.9,1.01,32.0
2022-08-02,紫茄子(2),7.0,4.34,4.184
2022-08-02,红尖椒(份),4.9,4.26,6.0
2022-08-02,红杭椒(份),4.9,3.04,3.0
2022-08-02,红灯笼椒(2),19.8,11.36,0.566
2022-08-02,红薯尖(份),1.1,0.73,1.0
2022-08-02,红薯尖(份),1.9,0.73,15.0
2022-08-02,芜湖青椒(1),5.0,4.26,35.269
2022-08-02,苋菜,3.2,2.53,9.492
2022-08-02,菜心(份),2.3,2.03,1.0
2022-08-02,菜心(份),3.9,2.03,10.0
2022-08-02,菠菜(份),2.9,2.22,1.0
2022-08-02,菠菜(份),4.9,2.22,10.0
2022-08-02,菱角,10.0,6.19,0.9239999999999999
2022-08-02,螺丝椒,8.0,5.2,8.406
2022-08-02,螺丝椒(份),3.5,2.02,2.0
2022-08-02,螺丝椒(份),5.9,2.02,3.0
